knowledge_profile_id,raw_disease,disease,raw_hindi_name,hindi_name,raw_marathi_name,marathi_name,raw_symptoms,symptoms,raw_diagnosis_and_tests,diagnosis_and_tests,raw_symptom_severity,symptom_severity,raw_duration_of_treatment,duration_of_treatment,raw_medical_history,medical_history,raw_current_medications,current_medications,raw_risk_factors,risk_factors,raw_environmental_factors,environmental_factors,raw_sleep_patterns,sleep_patterns,raw_stress_levels,stress_levels,raw_physical_activity_levels,physical_activity_levels,raw_family_history,family_history,raw_dietary_habits,dietary_habits,raw_allergies_food_env,allergies_food_env,raw_seasonal_variation,seasonal_variation,raw_age_group,age_group,raw_gender,gender,raw_occupation_and_lifestyle,occupation_and_lifestyle,raw_cultural_preferences,cultural_preferences,raw_herbal_alternative_remedies,herbal_alternative_remedies,raw_ayurvedic_herbs,ayurvedic_herbs,raw_formulation,formulation,raw_doshas,doshas,raw_constitution_prakriti,constitution_prakriti,raw_diet_and_lifestyle_recommendations,diet_and_lifestyle_recommendations,raw_yoga_and_physical_therapy,yoga_and_physical_therapy,raw_medical_intervention,medical_intervention,raw_prevention,prevention,raw_prognosis,prognosis,raw_complications,complications,raw_patient_recommendations,patient_recommendations,normalized_disease,symptom_tokens,symptom_token_count,dosha_vata,dosha_pitta,dosha_kapha,placeholder_missing_columns
kp_0262,Renal Hypertension,Renal Hypertension,किडनी हायपरटेंशन,किडनी हायपरटेंशन,किडनी हायपरटेंशन,किडनी हायपरटेंशन,"High blood pressure, headache, nausea, fatigue","High blood pressure, headache, nausea, fatigue","Blood Tests, Ultrasound, CT Scan","Blood Tests, Ultrasound, CT Scan",Moderate to Severe,moderate to severe,Lifelong,Lifelong,"Kidney disease, Hypertension","Kidney disease, Hypertension",Blood pressure medication,Blood pressure medication,"Obesity, Kidney Disease, Genetics","Obesity, Kidney Disease, Genetics","Kidney dysfunction, Age","Kidney dysfunction, Age",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of hypertension,Family history of hypertension,"Low-sodium, High-fiber diet","Low-sodium, High-fiber diet",None,,All seasons,all seasons,"Adult, Elderly","adult, elderly",Both genders,all genders,Requires monitoring,Requires monitoring,Avoids excessive salt,Avoids excessive salt,None specific,None specific,None specific,None specific,"Ashwagandha (5g), Triphala (1 tsp), Warm water (200ml)","Ashwagandha (5g), Triphala (1 tsp), Warm water (200ml)","Vata, Pitta","Vata, Pitta",Vata-Kapha,Vata-Kapha,Maintain kidney health; avoid salty and high-fat foods; hydrate well.,Maintain kidney health; avoid salty and high-fat foods; hydrate well.,None specific,None specific,"Medications, Lifestyle Changes","Medications, Lifestyle Changes","Healthy Diet, Regular Exercise","Healthy Diet, Regular Exercise",Can Be Managed with Medication,Can Be Managed with Medication,"Kidney Damage, Heart Disease","Kidney Damage, Heart Disease","Regular Monitoring, Healthy Diet","Regular Monitoring, Healthy Diet",renal hypertension,"[""high blood pressure"", ""headache"", ""nausea"", ""fatigue""]",4,1,1,0,"[""allergies_food_env""]"
kp_0263,Respiratory Issues,Respiratory Issues,श्वसन समस्याएँ,श्वसन समस्याएँ,श्वसन समस्या,श्वसन समस्या,"Shortness of breath, cough, wheezing","Shortness of breath, cough, wheezing","Physical Exam, Pulmonary Function Test","Physical Exam, Pulmonary Function Test",Moderate to Severe,moderate to severe,1-6 months,1-6 months,"Asthma, Chronic bronchitis","Asthma, Chronic bronchitis","Inhalers, Steroids","Inhalers, Steroids","Smoking, Pollution, Infections","Smoking, Pollution, Infections","Air pollution, Allergens","Air pollution, Allergens",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of asthma,Family history of asthma,"Low-carb, High-protein diet","Low-carb, High-protein diet","Dust, Pollen","Dust, Pollen",All seasons,all seasons,All ages,all ages,Both genders,all genders,Avoids polluted air,Avoids polluted air,Avoids tobacco smoke,Avoids tobacco smoke,"Herbal Remedies, Lifestyle Changes","Herbal Remedies, Lifestyle Changes",None specific,None specific,"Ginger (2g), Turmeric (1/2 tsp), Warm water (200ml)","Ginger (2g), Turmeric (1/ 2 tsp), Warm water (200ml)","Vata, Kapha","Vata, Kapha",Vata-Kapha,Vata-Kapha,Focus on lung health; practice deep breathing exercises and avoid pollutants.,Focus on lung health; practice deep breathing exercises and avoid pollutants.,Breathing Exercises,Breathing Exercises,"Medications, Respiratory Therapy","Medications, Respiratory Therapy","Quit Smoking, Avoid Pollutants","Quit Smoking, Avoid Pollutants",Can Be Managed with Treatment,Can Be Managed with Treatment,"Respiratory Failure, Infections","Respiratory Failure, Infections","Avoid Smoking, Regular Exercise","Avoid Smoking, Regular Exercise",respiratory issues,"[""shortness of breath"", ""cough"", ""wheezing""]",3,1,0,1,[]
kp_0264,Rett Syndrome,Rett Syndrome,रेट सिंड्रोम,रेट सिंड्रोम,रेट सिंड्रोम,रेट सिंड्रोम,"Loss of motor skills, seizures, abnormal hand movements","Loss of motor skills, seizures, abnormal hand movements","Genetic Testing, Physical Exam","Genetic Testing, Physical Exam",Severe,severe,Lifelong,Lifelong,"Genetic, Developmental delays","Genetic, Developmental delays",Symptom-specific therapy,Symptom-specific therapy,"Genetic Mutations, Family History","Genetic Mutations, Family History",Genetic,Genetic,Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of Rett syndrome,Family history of Rett syndrome,"Balanced, High-nutrient diet","Balanced, High-nutrient diet",None,,All seasons,all seasons,Childhood,childhood,Female,female,Requires special care,Requires special care,Avoids overstimulation,Avoids overstimulation,None specific,None specific,None specific,None specific,"Brahmi (2g), Ashwagandha (5g), Warm water (200ml)","Brahmi (2g), Ashwagandha (5g), Warm water (200ml)","Vata, Pitta","Vata, Pitta",Vata-Prakriti,Vata-Prakriti,Support cognitive and motor development; ensure a balanced diet.,Support cognitive and motor development; ensure a balanced diet.,None specific,None specific,"Supportive Care, Medications","Supportive Care, Medications","Genetic Counseling, Early Diagnosis","Genetic Counseling, Early Diagnosis",Can Be Managed with Supportive Care,Can Be Managed with Supportive Care,"Developmental Delays, Seizures","Developmental Delays, Seizures","Early Diagnosis, Regular Monitoring","Early Diagnosis, Regular Monitoring",rett syndrome,"[""loss of motor skills"", ""seizures"", ""abnormal hand movements""]",3,1,1,0,"[""allergies_food_env""]"
kp_0265,Rheumatic Heart Disease,Rheumatic Heart Disease,रुमेटिक हार्ट डिजीज,रुमेटिक हार्ट डिजीज,रुमेटिक हार्ट रोग,रुमेटिक हार्ट रोग,"Chest pain, heart palpitations, difficulty breathing","Chest pain, heart palpitations, difficulty breathing","Blood Tests, Echocardiogram","Blood Tests, Echocardiogram",Severe,severe,Lifelong,Lifelong,"Strep throat, Heart complications","Strep throat, Heart complications","Antibiotics, Surgery","Antibiotics, Surgery","Strep Throat, Poor Treatment of Infections","Strep Throat, Poor Treatment of Infections",Previous strep throat infection,Previous strep throat infection,Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of heart disease,Family history of heart disease,"Low-fat, High-fiber diet","Low-fat, High-fiber diet",None,,All seasons,all seasons,"Childhood, Adult","childhood, adult",Both genders,all genders,Regular medical check-ups,Regular medical check-ups,Avoids strenuous activities,Avoids strenuous activities,None specific,None specific,None specific,None specific,"Garlic (2 cloves), Ginger (2g), Warm water (200ml)","Garlic (2 cloves), Ginger (2g), Warm water (200ml)","Vata, Kapha","Vata, Kapha",Vata-Kapha,Vata-Kapha,Focus on heart health; avoid salty and fatty foods; manage stress.,Focus on heart health; avoid salty and fatty foods; manage stress.,None specific,None specific,"Surgery, Medications","Surgery, Medications","Treat Infections Promptly, Good Hygiene","Treat Infections Promptly, Good Hygiene",Can Be Managed with Treatment,Can Be Managed with Treatment,"Heart Valve Damage, Heart Failure","Heart Valve Damage, Heart Failure",Early Treatment of Infections,Early Treatment of Infections,rheumatic heart disease,"[""chest pain"", ""heart palpitations"", ""difficulty breathing""]",3,1,0,1,"[""allergies_food_env""]"
kp_0266,Rheumatoid Arthritis,Rheumatoid Arthritis,रुमेटॉयड आर्थ्राइटिस,रुमेटॉयड आर्थ्राइटिस,रुमेटॉयड आर्थ्राइटिस,रुमेटॉयड आर्थ्राइटिस,"Joint pain, stiffness, swelling, fatigue","Joint pain, stiffness, swelling, fatigue","Blood Tests, Physical Exam, X-ray","Blood Tests, Physical Exam, X-ray",Severe,severe,Lifelong,Lifelong,"Autoimmune disorder, Joint pain","Autoimmune disorder, Joint pain",Anti-inflammatory drugs,Anti-inflammatory drugs,"Genetics, Infections, Age","Genetics, Infections, Age","Genetic, Environmental factors","Genetic, Environmental factors",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of arthritis,Family history of arthritis,"Anti-inflammatory, Gluten-free diet","Anti-inflammatory, Gluten-free diet",None,,All seasons,all seasons,"Adult, Elderly","adult, elderly",Both genders,all genders,Requires physiotherapy,Requires physiotherapy,Avoids joint strain,Avoids joint strain,"Herbal Remedies, Diet Changes","Herbal Remedies, Diet Changes","Ashwagandha, Guggul","Ashwagandha, Guggul","Turmeric (1/2 tsp), Ginger (2g), Milk (200ml)","Turmeric (1/ 2 tsp), Ginger (2g), Milk (200ml)","Vata, Kapha","Vata, Kapha",Vata-Kapha,Vata-Kapha,Consume anti-inflammatory foods; practice light exercises and stretches.,Consume anti-inflammatory foods; practice light exercises and stretches.,Yoga for Joint Health,Yoga for Joint Health,"Pain Relievers, Disease-Modifying Drugs","Pain Relievers, Disease-Modifying Drugs","Healthy Diet, Regular Exercise","Healthy Diet, Regular Exercise",Can Be Managed with Medication,Can Be Managed with Medication,"Joint Deformities, Mobility Issues","Joint Deformities, Mobility Issues","Regular Monitoring, Joint Protection","Regular Monitoring, Joint Protection",rheumatoid arthritis,"[""joint pain"", ""stiffness"", ""swelling"", ""fatigue""]",4,1,0,1,"[""allergies_food_env""]"
kp_0267,Rickettsial Diseases,Rickettsial Diseases,रिकेट्सियल रोग,रिकेट्सियल रोग,रिकेट्सियल रोग,रिकेट्सियल रोग,"Fever, rash, headache, muscle aches","Fever, rash, headache, muscle aches","Blood Tests, PCR Test","Blood Tests, PCR Test",Severe,severe,1-2 weeks,1-2 weeks,"Bacterial infection, Tick bites","Bacterial infection, Tick bites",Antibiotics,Antibiotics,"Insect Bites, Poor Sanitation","Insect Bites, Poor Sanitation","Tick exposure, Poor hygiene","Tick exposure, Poor hygiene",Irregular sleep,irregular sleep,High stress,high stress,Low,low,No family history,No family history,"Hydrating, Low-sugar diet","Hydrating, Low-sugar diet",None,,All seasons,all seasons,"Adult, Children","adult, children",Both genders,all genders,Avoids outdoor exposure,Avoids outdoor exposure,Avoids unsanitary areas,Avoids unsanitary areas,None specific,None specific,None specific,None specific,"Neem leaves (5-6), Water (as needed)","Neem leaves (5-6), Water (as needed)",Pitta,Pitta,Pitta-Prakriti,Pitta-Prakriti,Focus on immune health; avoid exposure to ticks; stay hydrated.,Focus on immune health; avoid exposure to ticks; stay hydrated.,None specific,None specific,Antibiotics,Antibiotics,"Avoid Insect Bites, Good Hygiene","Avoid Insect Bites, Good Hygiene",Can Be Managed with Medication,Can Be Managed with Medication,"Organ Damage, Fever","Organ Damage, Fever","Avoid Insect Bites, Good Hygiene","Avoid Insect Bites, Good Hygiene",rickettsial diseases,"[""fever"", ""rash"", ""headache"", ""muscle aches""]",4,0,1,0,"[""allergies_food_env""]"
kp_0268,Rift Valley Fever,Rift Valley Fever,रिफ्ट वैली बुखार,रिफ्ट वैली बुखार,रिफ्ट वैली बुखार,रिफ्ट वैली बुखार,"Fever, headache, muscle pain, joint pain","Fever, headache, muscle pain, joint pain","Blood Tests, Serology Tests","Blood Tests, Serology Tests",Severe,severe,1-2 months,1-2 months,"Mosquito bites, Viral infection","Mosquito bites, Viral infection",Symptom-specific therapy,Symptom-specific therapy,Contact with Infected Animals,Contact with Infected Animals,"Mosquito exposure, Rural areas","Mosquito exposure, Rural areas",Irregular sleep,irregular sleep,Moderate stress,moderate stress,Low,low,No family history,No family history,"Low-fat, High-protein diet","Low-fat, High-protein diet",None,,Rainy season,rainy season,"Adult, Children","adult, children",Both genders,all genders,Avoids mosquito exposure,Avoids mosquito exposure,Uses mosquito nets,Uses mosquito nets,None specific,None specific,None specific,None specific,"Ashwagandha (5g), Triphala (1 tsp), Warm water (200ml)","Ashwagandha (5g), Triphala (1 tsp), Warm water (200ml)","Vata, Pitta","Vata, Pitta",Vata-Kapha,Vata-Kapha,"Rest in a cool, quiet environment; avoid stress and maintain hydration.","Rest in a cool, quiet environment; avoid stress and maintain hydration.",None specific,None specific,Antiviral Medications,Antiviral Medications,"Avoid Animal Contact, Good Hygiene","Avoid Animal Contact, Good Hygiene",Can Be Managed with Medication,Can Be Managed with Medication,"Liver Damage, Neurological Issues","Liver Damage, Neurological Issues","Avoid Animal Contact, Good Hygiene","Avoid Animal Contact, Good Hygiene",rift valley fever,"[""fever"", ""headache"", ""muscle pain"", ""joint pain""]",4,1,1,0,"[""allergies_food_env""]"
kp_0269,Rocky Mountain Spotted Fever,Rocky Mountain Spotted Fever,रॉकी माउंटेन स्पॉटेड फीवर,रॉकी माउंटेन स्पॉटेड फीवर,रॉकी माउंटेन स्पॉटेड फीवर,रॉकी माउंटेन स्पॉटेड फीवर,"Fever, rash, headache, muscle pain","Fever, rash, headache, muscle pain","Blood Tests, PCR Test","Blood Tests, PCR Test",Severe,severe,1-2 weeks,1-2 weeks,"Tick bites, Bacterial infection","Tick bites, Bacterial infection",Antibiotics,Antibiotics,"Insect Bites, Poor Sanitation","Insect Bites, Poor Sanitation","Tick exposure, Poor hygiene","Tick exposure, Poor hygiene",Irregular sleep,irregular sleep,High stress,high stress,Low,low,No family history,No family history,"Hydrating, Low-sugar diet","Hydrating, Low-sugar diet",None,,"Summer, Rainy season","summer, rainy season","Adult, Children","adult, children",Both genders,all genders,Avoids tick-infested areas,Avoids tick-infested areas,Avoids outdoor exposure,Avoids outdoor exposure,None specific,None specific,None specific,None specific,"Neem leaves (5-6), Water (as needed)","Neem leaves (5-6), Water (as needed)",Pitta,Pitta,Pitta-Prakriti,Pitta-Prakriti,Avoid exposure to ticks; use natural repellents; hydrate well.,Avoid exposure to ticks; use natural repellents; hydrate well.,None specific,None specific,Antibiotics,Antibiotics,"Avoid Insect Bites, Good Hygiene","Avoid Insect Bites, Good Hygiene",Can Be Managed with Medication,Can Be Managed with Medication,"Organ Damage, Fever","Organ Damage, Fever","Avoid Insect Bites, Good Hygiene","Avoid Insect Bites, Good Hygiene",rocky mountain spotted fever,"[""fever"", ""rash"", ""headache"", ""muscle pain""]",4,0,1,0,"[""allergies_food_env""]"
kp_0270,Rosacea,Rosacea,रोजेसिया,रोजेसिया,रोजेसिया,रोजेसिया,"Redness, visible blood vessels, pimples on the face","Redness, visible blood vessels, pimples on the face","Physical Exam, Skin Biopsy","Physical Exam, Skin Biopsy",Moderate to Severe,moderate to severe,Lifelong,Lifelong,"Skin condition, Flushing","Skin condition, Flushing","Topical creams, Oral antibiotics","Topical creams, Oral antibiotics","Genetics, Sun Exposure, Stress","Genetics, Sun Exposure, Stress","Hot, cold weather, Sun exposure","Hot, cold weather, Sun exposure",Irregular sleep,irregular sleep,High stress,high stress,Low,low,No family history,No family history,"Low-fat, High-protein diet","Low-fat, High-protein diet",None,,"Winter, Summer","winter, summer",Adult,adult,Both genders,all genders,Avoids hot drinks,Avoids hot drinks,Avoids spicy foods,Avoids spicy foods,"Herbal Remedies, Diet Changes","Herbal Remedies, Diet Changes","Aloe Vera, Turmeric","Aloe Vera, Turmeric","Aloe Vera (2 tsp), Turmeric (1/2 tsp)","Aloe Vera (2 tsp), Turmeric (1/ 2 tsp)",Pitta,Pitta,Pitta-Prakriti,Pitta-Prakriti,Maintain a gentle skincare routine; avoid spicy and hot foods.,Maintain a gentle skincare routine; avoid spicy and hot foods.,None specific,None specific,"Topical Treatments, Laser Therapy","Topical Treatments, Laser Therapy","Sun Protection, Stress Management","Sun Protection, Stress Management",Can Be Managed with Treatment,Can Be Managed with Treatment,"Skin Redness, Eye Irritation","Skin Redness, Eye Irritation","Sun Protection, Regular Monitoring","Sun Protection, Regular Monitoring",rosacea,"[""redness"", ""visible blood vessels"", ""pimples on the face""]",3,0,1,0,"[""allergies_food_env""]"
kp_0271,Schistosomiasis,Schistosomiasis,शिस्टोसोमियासिस,शिस्टोसोमियासिस,शिस्टोसोमियासिस,शिस्टोसोमियासिस,"Abdominal pain, diarrhea, blood in urine, fatigue","Abdominal pain, diarrhea, blood in urine, fatigue","Stool or urine analysis, Blood tests","Stool or urine analysis, Blood tests",Severe,severe,1-2 months,1-2 months,"Parasitic infection, Waterborne","Parasitic infection, Waterborne",Antiparasitic drugs,Antiparasitic drugs,"Contaminated water, poor sanitation","Contaminated water, poor sanitation","Freshwater sources, Poor sanitation","Freshwater sources, Poor sanitation",Irregular sleep,irregular sleep,High stress,high stress,Low,low,No family history,No family history,"Hydrating, Low-sugar diet","Hydrating, Low-sugar diet",None,,Rainy season,rainy season,"Adult, Children","adult, children",Both genders,all genders,Avoids contaminated water,Avoids contaminated water,Avoids public bathing,Avoids public bathing,"Wormwood, Ginger","Wormwood, Ginger","Neem, Turmeric","Neem, Turmeric","Neem leaves (5-6), Turmeric (1/2 tsp), Warm water (200ml)","Neem leaves (5-6), Turmeric (1/ 2 tsp), Warm water (200ml)",Pitta,Pitta,Pitta-Prakriti,Pitta-Prakriti,Focus on detoxification; avoid contaminated water sources.,Focus on detoxification; avoid contaminated water sources.,None,,Antiparasitic drugs (Praziquantel),Antiparasitic drugs (Praziquantel),Avoid contaminated water,Avoid contaminated water,Treatable with early intervention,Treatable with early intervention,"Organ damage, Hepatitis, Bladder cancer","Organ damage, Hepatitis, Bladder cancer","Use safe water sources, take meds as prescribed","Use safe water sources, take meds as prescribed",schistosomiasis,"[""abdominal pain"", ""diarrhea"", ""blood in urine"", ""fatigue""]",4,0,1,0,"[""allergies_food_env"", ""yoga_and_physical_therapy""]"
